receiver,metric,band_hz,target,prediction
R_00x20y,t20,250,2.211440041572608,1.8106417806932722
R_00x20y,t20,500,2.1185543566886302,1.5938305839993343
R_00x20y,t20,1000,1.8779081891794835,1.401930016505743
R_00x20y,t20,2000,2.0188694891591314,1.3722759627652876
R_00x20y,t20,4000,1.7492404436901166,1.2224530351487422
R_00x20y,t20,8000,1.1546544929687,0.855021456602754
R_15x40y,t20,250,2.2362975029086773,1.8210054422675022
R_15x40y,t20,500,2.04183443304955,1.6773898459402063
R_15x40y,t20,1000,1.8425500081023867,1.3226777970580126
R_15x40y,t20,2000,1.975355402317205,1.3666506910316447
R_15x40y,t20,4000,1.6921628899740322,1.2300181913317647
R_15x40y,t20,8000,1.1413500485963997,0.8488591426015979
R_30x00y,t20,250,2.5270500732315675,2.0689306736812054
R_30x00y,t20,500,2.0474574192894757,1.5501840541021015
R_30x00y,t20,1000,1.900576150470351,1.4587527602790216
R_30x00y,t20,2000,1.9494637000876818,1.3934299181490073
R_30x00y,t20,4000,1.7283309144215306,1.251642136286071
R_30x00y,t20,8000,1.1190407202398613,0.861898202546109
R_40x30y,t20,250,2.3088797109074415,1.6739924100052175
R_40x30y,t20,500,2.269310960562598,1.6098362010153673
R_40x30y,t20,1000,1.906945453642093,1.432472685983647
R_40x30y,t20,2000,2.00015735657735,1.3874384584368984
R_40x30y,t20,4000,1.7134505406232012,1.2270612383644943
R_40x30y,t20,8000,1.1538209280348974,0.857076165126516
R_60x15y,t20,250,2.1605912368237647,1.7294585172344994
R_60x15y,t20,500,2.1601015400130805,1.5469724601404726
R_60x15y,t20,1000,1.9201734173887237,1.4052141585423694
R_60x15y,t20,2000,2.0170344827541955,1.3949041860103348
R_60x15y,t20,4000,1.7365657787420206,1.238529876796565
R_60x15y,t20,8000,1.1573123959465188,0.8480579880787351
