receiver,metric,band_hz,target,prediction
R_00x20y,t20,250,2.211440041572608,1.7378742800940743
R_00x20y,t20,500,2.1185543566886302,2.011416829926162
R_00x20y,t20,1000,1.8779081891794835,1.9200469111734333
R_00x20y,t20,2000,2.0188694891591314,1.6127237971198343
R_00x20y,t20,4000,1.7492404436901166,1.482561617620504
R_00x20y,t20,8000,1.1546544929687,1.1390680098683792
R_15x40y,t20,250,2.2362975029086773,1.687707449240778
R_15x40y,t20,500,2.04183443304955,2.150239221230096
R_15x40y,t20,1000,1.8425500081023867,2.04237436044369
R_15x40y,t20,2000,1.975355402317205,1.621359131871196
R_15x40y,t20,4000,1.6921628899740322,1.4767205225099231
R_15x40y,t20,8000,1.1413500485963997,1.153760847759164
R_30x00y,t20,250,2.5270500732315675,2.1136653484818377
R_30x00y,t20,500,2.0474574192894757,2.058330846048451
R_30x00y,t20,1000,1.900576150470351,1.991089686728813
R_30x00y,t20,2000,1.9494637000876818,1.5936122455863264
R_30x00y,t20,4000,1.7283309144215306,1.4770246465679193
R_30x00y,t20,8000,1.1190407202398613,1.1804317466558778
R_40x30y,t20,250,2.3088797109074415,1.5832448115759354
R_40x30y,t20,500,2.269310960562598,2.115176594637327
R_40x30y,t20,1000,1.906945453642093,2.0002815984120352
R_40x30y,t20,2000,2.00015735657735,1.6241564821162529
R_40x30y,t20,4000,1.7134505406232012,1.4845060282817555
R_40x30y,t20,8000,1.1538209280348974,1.1766141794289169
R_60x15y,t20,250,2.1605912368237647,1.6764067940558793
R_60x15y,t20,500,2.1601015400130805,1.9670162934709972
R_60x15y,t20,1000,1.9201734173887237,1.9572750684852613
R_60x15y,t20,2000,2.0170344827541955,1.6486605606841214
R_60x15y,t20,4000,1.7365657787420206,1.4645470232207785
R_60x15y,t20,8000,1.1573123959465188,1.1426898633408091
