receiver,metric,band_hz,target,prediction
R_00x20y,t20,63,2.7314456450549325,3.7529209200888873
R_00x20y,t20,125,5.643971212346544,3.12760610918495
R_00x20y,t20,250,2.211440041572608,1.96697895001978
R_00x20y,t20,500,2.1185543566886302,2.1585731441172356
R_00x20y,t20,1000,1.8779081891794835,1.6656206283055004
R_00x20y,t20,2000,2.0188694891591314,1.6174946520312152
R_00x20y,t20,4000,1.7492404436901166,1.6252840909235615
R_00x20y,t20,8000,1.1546544929687,1.0043053973475755
R_15x40y,t20,63,2.4042264479123165,3.8214003073468277
R_15x40y,t20,125,5.24870473061876,3.5004592052711923
R_15x40y,t20,250,2.2362975029086773,1.9914135808254019
R_15x40y,t20,500,2.04183443304955,2.2452297182380874
R_15x40y,t20,1000,1.8425500081023867,1.61356546341348
R_15x40y,t20,2000,1.975355402317205,1.591242806640722
R_15x40y,t20,4000,1.6921628899740322,1.6055958042031577
R_15x40y,t20,8000,1.1413500485963997,1.0042876086512216
R_30x00y,t20,63,2.5228254703312136,3.8782629874056216
R_30x00y,t20,125,4.5181704440481925,3.2913868853521957
R_30x00y,t20,250,2.5270500732315675,2.0915661586530097
R_30x00y,t20,500,2.0474574192894757,2.2286217786319784
R_30x00y,t20,1000,1.900576150470351,1.7262718076694135
R_30x00y,t20,2000,1.9494637000876818,1.611237260727382
R_30x00y,t20,4000,1.7283309144215306,1.6423843137639282
R_30x00y,t20,8000,1.1190407202398613,1.019398460194226
R_40x30y,t20,63,2.408793926515104,3.4512218918454844
R_40x30y,t20,250,2.3088797109074415,1.9076356970401593
R_40x30y,t20,500,2.269310960562598,2.22459274503202
R_40x30y,t20,1000,1.906945453642093,1.6889501650606173
R_40x30y,t20,2000,2.00015735657735,1.6430320015060675
R_40x30y,t20,4000,1.7134505406232012,1.6587115188075747
R_40x30y,t20,8000,1.1538209280348974,1.0166699561431756
R_60x15y,t20,63,2.482007554301767,3.6629670464367687
R_60x15y,t20,125,6.203911889674429,3.2817170907921684
R_60x15y,t20,250,2.1605912368237647,1.87108705367659
R_60x15y,t20,500,2.1601015400130805,2.134143110037181
R_60x15y,t20,1000,1.9201734173887237,1.5855289302167268
R_60x15y,t20,2000,2.0170344827541955,1.6448668614587543
R_60x15y,t20,4000,1.7365657787420206,1.6284027511223105
R_60x15y,t20,8000,1.1573123959465188,0.9802786590664839
