receiver,metric,band_hz,target,prediction
R_00x20y,t20,63,2.7314456450549325,2.0984568432383996
R_00x20y,t20,125,5.643971212346544,1.9510457608047418
R_00x20y,t20,250,2.211440041572608,1.7812138505939343
R_00x20y,t20,500,2.1185543566886302,1.5759263215528776
R_00x20y,t20,1000,1.8779081891794835,1.3969945006076059
R_00x20y,t20,2000,2.0188694891591314,1.3584495308785411
R_00x20y,t20,4000,1.7492404436901166,1.2194707277474135
R_00x20y,t20,8000,1.1546544929687,0.834001578726046
R_15x40y,t20,63,2.4042264479123165,2.288802874521517
R_15x40y,t20,125,5.24870473061876,2.213116418859857
R_15x40y,t20,250,2.2362975029086773,1.7949698574624022
R_15x40y,t20,500,2.04183443304955,1.6670731967789314
R_15x40y,t20,1000,1.8425500081023867,1.443393565850551
R_15x40y,t20,2000,1.975355402317205,1.388141498991945
R_15x40y,t20,4000,1.6921628899740322,1.207819998233016
R_15x40y,t20,8000,1.1413500485963997,0.8540579842918573
R_30x00y,t20,63,2.5228254703312136,1.9169609590570917
R_30x00y,t20,125,4.5181704440481925,1.7526173253754875
R_30x00y,t20,250,2.5270500732315675,2.0436078261827717
R_30x00y,t20,500,2.0474574192894757,1.53687377271505
R_30x00y,t20,1000,1.900576150470351,1.4965161818510442
R_30x00y,t20,2000,1.9494637000876818,1.4019474408421269
R_30x00y,t20,4000,1.7283309144215306,1.2254329858967392
R_30x00y,t20,8000,1.1190407202398613,0.8636504674080421
R_40x30y,t20,63,2.408793926515104,2.1926766987254656
R_40x30y,t20,250,2.3088797109074415,1.6537910222331165
R_40x30y,t20,500,2.269310960562598,1.5963885093948085
R_40x30y,t20,1000,1.906945453642093,1.4516357274118723
R_40x30y,t20,2000,2.00015735657735,1.372054698146222
R_40x30y,t20,4000,1.7134505406232012,1.2512220402955894
R_40x30y,t20,8000,1.1538209280348974,0.8745530967922569
R_60x15y,t20,63,2.482007554301767,2.0524968833232227
R_60x15y,t20,125,6.203911889674429,1.9553366398102023
R_60x15y,t20,250,2.1605912368237647,1.7152623397822202
R_60x15y,t20,500,2.1601015400130805,1.5283766743180505
R_60x15y,t20,1000,1.9201734173887237,1.3903127272975428
R_60x15y,t20,2000,2.0170344827541955,1.367028747350947
R_60x15y,t20,4000,1.7365657787420206,1.2347490222393087
R_60x15y,t20,8000,1.1573123959465188,0.8474303927138219
