receiver,metric,band_hz,target
R_10x00y,c50,500,-4.959131444167464
R_10x00y,c50,1000,-4.170170677918492
R_10x00y,c50,2000,-4.837933852099062
R_10x00y,c50,4000,-4.46020588424238
R_10x00y,c50,8000,-2.0632643373881536
R_10x00y,c80,63,-1.8591795487631733
R_10x00y,c80,125,-5.20074231786926
R_10x00y,c80,250,-0.15141585562160947
R_10x00y,c80,500,-2.1986646478258813
R_10x00y,c80,1000,-1.5538512890229492
R_10x00y,c80,2000,-1.4572351616094406
R_10x00y,c80,4000,-1.0868389277375654
R_10x00y,c80,8000,2.069812923525675
R_10x05y,edt,63,1.6322707146501
R_10x05y,edt,125,8.567314075483996
R_10x05y,edt,250,2.0081631237062814
R_10x05y,edt,500,1.860344040855712
R_10x05y,edt,1000,1.7951785477652973
R_10x05y,edt,2000,1.9444832726914347
R_10x05y,edt,4000,1.6477979352267158
R_10x05y,edt,8000,1.0375706862034417
R_10x05y,t20,63,3.0881546041154575
R_10x05y,t20,125,5.522008546374761
R_10x05y,t20,250,2.2606554212646968
R_10x05y,t20,500,2.112644755003356
R_10x05y,t20,1000,1.8341229459330965
R_10x05y,t20,2000,1.9535708902441171
R_10x05y,t20,4000,1.7244795602393699
R_10x05y,t20,8000,1.1693408784248156
R_10x05y,c50,63,-9.045006459155344
R_10x05y,c50,125,-10.532133762883333
R_10x05y,c50,250,-6.019717762717658
R_10x05y,c50,500,-4.658709987266247
R_10x05y,c50,1000,-3.4875268508583894
R_10x05y,c50,2000,-4.519512651665278
R_10x05y,c50,4000,-3.1001716112448525
R_10x05y,c50,8000,-0.6830399863279352
R_10x05y,c80,63,-2.9561180466986476
R_10x05y,c80,125,-6.535436888498962
R_10x05y,c80,250,-3.0907395925969947
R_10x05y,c80,500,-0.45635001977983525
R_10x05y,c80,1000,-0.9484107293336258
R_10x05y,c80,2000,-1.4932925431191428
R_10x05y,c80,4000,-0.1413664773784764
R_10x05y,c80,8000,2.8305954511451183
R_10x10y,edt,63,1.4866438181654236
R_10x10y,edt,125,8.403964069196938
R_10x10y,edt,250,2.3998048695010654
R_10x10y,edt,500,2.155418383301987
R_10x10y,edt,1000,1.914195711648424
R_10x10y,edt,2000,1.874738617450344
R_10x10y,edt,4000,1.6180649744794042
R_10x10y,edt,8000,1.0193151683701414
R_10x10y,t20,63,3.186463333141231
R_10x10y,t20,125,5.394443235909356
R_10x10y,t20,250,2.2727121683541323
R_10x10y,t20,500,2.0056041482246765
R_10x10y,t20,1000,1.851245517480926
R_10x10y,t20,2000,2.002897273519086
R_10x10y,t20,4000,1.716463196150027
R_10x10y,t20,8000,1.182188359080744
R_10x10y,c50,63,-10.711043105124896
R_10x10y,c50,125,-12.934298584197911
R_10x10y,c50,250,-5.66857491244158
R_10x10y,c50,500,-2.5433935622168757
R_10x10y,c50,1000,-3.046417258172524
R_10x10y,c50,2000,-4.260166897615064
R_10x10y,c50,4000,-3.01766431478687
R_10x10y,c50,8000,0.09408307756054296
R_10x10y,c80,63,-3.1778267353764478
R_10x10y,c80,125,-5.1394080759014
R_10x10y,c80,250,-3.0136795028094894
R_10x10y,c80,500,-1.1377247991269075
R_10x10y,c80,1000,-1.4416025562762866
R_10x10y,c80,2000,-2.0064891305205284
R_10x10y,c80,4000,0.03544176313858188
R_10x10y,c80,8000,3.3946300582633375
R_10x15y,edt,63,1.4742453320009632
R_10x15y,edt,125,8.53897661970112
R_10x15y,edt,250,2.1710138830425314
R_10x15y,edt,500,1.9470728127288202
R_10x15y,edt,1000,1.96181091041272
R_10x15y,edt,2000,1.8728731408516412
R_10x15y,edt,4000,1.5753223045686318
R_10x15y,edt,8000,0.971326591204017
R_10x15y,t20,63,3.284062424091435
R_10x15y,t20,125,5.763847085998213
R_10x15y,t20,250,2.2735729685015706
R_10x15y,t20,500,1.9329733636346293
R_10x15y,t20,1000,1.8940327427797201
R_10x15y,t20,2000,2.0315702075049864
R_10x15y,t20,4000,1.7737792945576576
R_10x15y,t20,8000,1.1272890669345332
R_10x15y,c50,63,-11.181847906380861
R_10x15y,c50,125,-17.90994474304445
R_10x15y,c50,250,-6.449798590285386
R_10x15y,c50,500,-3.8923106671411305
R_10x15y,c50,1000,-3.5039087227080183
R_10x15y,c50,2000,-4.138812977044111
R_10x15y,c50,4000,-2.5545534874887905
R_10x15y,c50,8000,-0.7008333861949613
R_10x15y,c80,63,-3.9400091072066634
R_10x15y,c80,125,-5.310680486215535
R_10x15y,c80,250,-4.482189883126347
R_10x15y,c80,500,-2.3694518586798736
R_10x15y,c80,1000,-2.0048891672345417
R_10x15y,c80,2000,-1.430317270747772
R_10x15y,c80,4000,0.26226994978826934
R_10x15y,c80,8000,3.194008658864271
R_10x20y,edt,63,1.5745217408873742
R_10x20y,edt,125,10.829862580012232
R_10x20y,edt,250,2.119445005530902
R_10x20y,edt,500,2.185476673121563
R_10x20y,edt,1000,1.7532242760650427
R_10x20y,edt,2000,1.9384913173025629
R_10x20y,edt,4000,1.6453197181170789
R_10x20y,edt,8000,0.9819253930913844
R_10x20y,t20,63,3.0152104223088414
R_10x20y,t20,125,4.317010629750672
R_10x20y,t20,250,2.1076502657519702
R_10x20y,t20,500,2.031200332164299
R_10x20y,t20,1000,1.90244820830449
R_10x20y,t20,2000,2.0158592972498677
R_10x20y,t20,4000,1.7254532839160301
R_10x20y,t20,8000,1.1437916877454912
R_10x20y,c50,63,-10.330160945964224
R_10x20y,c50,125,-13.611738181956962
R_10x20y,c50,250,-7.976217395476502
R_10x20y,c50,500,-4.401808232520609
R_10x20y,c50,1000,-3.5716934467008503
R_10x20y,c50,2000,-4.190124936789022
R_10x20y,c50,4000,-2.416219860490433
R_10x20y,c50,8000,-0.2152590792502125
R_10x20y,c80,63,-4.92615419550742
R_10x20y,c80,125,-7.823947455662454
R_10x20y,c80,250,-4.334706119100735
R_10x20y,c80,500,-2.1399144652265347
R_10x20y,c80,1000,-0.7740049289021043
R_10x20y,c80,2000,-1.994268657829896
R_10x20y,c80,4000,0.060389929297024296
R_10x20y,c80,8000,3.357671897400307
R_10x25y,edt,63,1.8309416805004664
R_10x25y,edt,125,10.649324893542046
R_10x25y,edt,250,2.379904133139602
R_10x25y,edt,500,1.955315801409149
R_10x25y,edt,1000,1.8405929295686363
R_10x25y,edt,2000,1.9514817977361774
R_10x25y,edt,4000,1.643211433422553
R_10x25y,edt,8000,0.9503940036701762
R_10x25y,t20,63,2.8905328431646207
R_10x25y,t20,125,7.5874812038585215
R_10x25y,t20,250,2.108368536524453
R_10x25y,t20,500,2.043760945971414
R_10x25y,t20,1000,1.864295204824352
R_10x25y,t20,2000,1.9536389394077576
R_10x25y,t20,4000,1.7358243511832097
R_10x25y,t20,8000,1.1673497024646076
R_10x25y,c50,63,-9.863274515116103
R_10x25y,c50,125,-9.335270644124057
R_10x25y,c50,250,-6.487153952774558
R_10x25y,c50,500,-5.46595265841429
R_10x25y,c50,1000,-5.274289335153583
R_10x25y,c50,2000,-4.017984990555031
R_10x25y,c50,4000,-2.661434202347497
R_10x25y,c50,8000,-0.036930817087603054
R_10x25y,c80,63,-6.969912445472764
R_10x25y,c80,125,-4.078285772894304
R_10x25y,c80,250,-2.6161600225261155
R_10x25y,c80,500,-3.631475904904863
R_10x25y,c80,1000,-1.0920297806640342
R_10x25y,c80,2000,-1.1703795237390904
R_10x25y,c80,4000,0.03640272141431096
R_10x25y,c80,8000,3.619409383724786
R_10x30y,edt,63,2.0145926832748633
R_10x30y,edt,125,11.941252763116655
R_10x30y,edt,250,2.059935884959207
R_10x30y,edt,500,1.6705970212114865
R_10x30y,edt,1000,1.6355424889148724
R_10x30y,edt,2000,1.8740151582912388
R_10x30y,edt,4000,1.5603848815139143
R_10x30y,edt,8000,0.9778305611333167
R_10x30y,t20,63,2.909147676696113
R_10x30y,t20,250,2.2889566803068
R_10x30y,t20,500,2.1022558355329526
R_10x30y,t20,1000,1.8697680800414578
R_10x30y,t20,2000,1.9981807651638097
R_10x30y,t20,4000,1.7350308345116048
R_10x30y,t20,8000,1.1677167888339488
R_10x30y,c50,63,-10.993354228894132
R_10x30y,c50,125,-8.557520209296197
R_10x30y,c50,250,-7.28183308199008
R_10x30y,c50,500,-7.460705758744288
R_10x30y,c50,1000,-4.961512346433886
R_10x30y,c50,2000,-4.037720624732992
R_10x30y,c50,4000,-2.6725549204798957
R_10x30y,c50,8000,0.6095863688460945
R_10x30y,c80,63,-8.275189709081403
R_10x30y,c80,125,-3.4730377483669295
R_10x30y,c80,250,-3.087255358607832
R_10x30y,c80,500,-3.3668043129492373
R_10x30y,c80,1000,-2.3586476820774
R_10x30y,c80,2000,-1.2968676317116352
R_10x30y,c80,4000,-0.10129909897868339
R_10x30y,c80,8000,3.5056900167077294
R_10x35y,edt,63,2.2153308139365038
R_10x35y,edt,125,12.742796788399472
R_10x35y,edt,250,2.0981950098014055
R_10x35y,edt,500,2.1196739854476347
R_10x35y,edt,1000,1.8302558772169784
R_10x35y,edt,2000,2.006961277408369
R_10x35y,edt,4000,1.5825445698953304
R_10x35y,edt,8000,0.9861234328761421
R_10x35y,t20,63,2.7049745579000444
R_10x35y,t20,250,2.36037106612771
R_10x35y,t20,500,2.0383687531323154
R_10x35y,t20,1000,1.8152771776667
R_10x35y,t20,2000,1.9918453203949373
R_10x35y,t20,4000,1.7411915389372679
R_10x35y,t20,8000,1.1529805596837515
R_10x35y,c50,63,-16.55549231182424
R_10x35y,c50,125,-8.523310475759724
R_10x35y,c50,250,-8.353052351276848
R_10x35y,c50,500,-6.415044591849477
R_10x35y,c50,1000,-5.600081459161944
R_10x35y,c50,2000,-3.643232736741671
R_10x35y,c50,4000,-2.4247615740766175
R_10x35y,c50,8000,0.11206851938902883
R_10x35y,c80,63,-8.007140764976597
R_10x35y,c80,125,-4.891651853476004
R_10x35y,c80,250,-6.00877746378718
R_10x35y,c80,500,-3.875749071616505
R_10x35y,c80,1000,-2.7360456273161966
R_10x35y,c80,2000,-0.8468431752252494
R_10x35y,c80,4000,-0.07279972624662176
R_10x35y,c80,8000,3.369989311440494
R_10x40y,edt,63,2.30819419854414
R_10x40y,edt,125,7.436624677220653
R_10x40y,edt,250,2.2169836929607136
R_10x40y,edt,500,2.117771226152596
R_10x40y,edt,1000,1.8315779489921538
R_10x40y,edt,2000,1.9175764363522094
R_10x40y,edt,4000,1.5560782157305209
R_10x40y,edt,8000,1.0331577205078244
R_10x40y,t20,63,2.453139007292572
R_10x40y,t20,125,5.711190576274387
R_10x40y,t20,250,2.276782878942093
R_10x40y,t20,500,1.9742233193968237
R_10x40y,t20,1000,1.898618017987054
R_10x40y,t20,2000,1.9311764815215176
R_10x40y,t20,4000,1.7628301269829343
R_10x40y,t20,8000,1.135432734439882
R_10x40y,c50,63,-21.66018756326575
R_10x40y,c50,125,-16.328024129925154
R_10x40y,c50,250,-11.19560910802899
R_10x40y,c50,500,-4.805650201494204
R_10x40y,c50,1000,-4.688104812740611
R_10x40y,c50,2000,-4.880371002380805
R_10x40y,c50,4000,-2.732739936027718
R_10x40y,c50,8000,0.3502190957509241
R_10x40y,c80,63,-6.813630770621593
R_10x40y,c80,125,-8.677874382289001
R_10x40y,c80,250,-8.210805533666077
R_10x40y,c80,500,-2.875178723975624
R_10x40y,c80,1000,-2.362835215936862
R_10x40y,c80,2000,-1.4670966031122923
R_10x40y,c80,4000,-0.4033743240257208
R_10x40y,c80,8000,3.0430614438480985
R_10x45y,edt,63,2.391400944768976
R_10x45y,edt,125,8.188699854156503
R_10x45y,edt,250,2.253137803982706
R_10x45y,edt,500,1.9091202498129949
R_10x45y,edt,1000,1.770367374673299
R_10x45y,edt,2000,1.9983539826992462
R_10x45y,edt,4000,1.6756923293473076
R_10x45y,edt,8000,1.062561516156331
R_10x45y,t20,63,2.72088806947422
R_10x45y,t20,125,5.6871851979748005
R_10x45y,t20,250,2.3854271345518008
R_10x45y,t20,500,2.190985000456308
R_10x45y,t20,1000,1.848840950457602
R_10x45y,t20,2000,1.9710556169501712
R_10x45y,t20,4000,1.7303365299753455
R_10x45y,t20,8000,1.139577960762036
R_10x45y,c50,63,-17.843642771414476
R_10x45y,c50,125,-9.62023527629774
R_10x45y,c50,250,-12.04461967033196
R_10x45y,c50,500,-5.146799719929305
R_10x45y,c50,1000,-3.690498516130549
R_10x45y,c50,2000,-4.409522552939568
R_10x45y,c50,4000,-2.5768422873213055
R_10x45y,c50,8000,0.1095774018829075
R_10x45y,c80,63,-6.077945094552357
R_10x45y,c80,125,-5.928913321455479
R_10x45y,c80,250,-5.284212425352398
R_10x45y,c80,500,-2.379696549637505
R_10x45y,c80,1000,-1.1394494204937693
R_10x45y,c80,2000,-1.5902740835251736
R_10x45y,c80,4000,-0.2096908656432745
R_10x45y,c80,8000,2.9772739760348115
R_15x00y,edt,63,1.6653864000231324
R_15x00y,edt,125,8.29434426468689
R_15x00y,edt,250,1.8933707894706067
R_15x00y,edt,500,2.3202035962464898
R_15x00y,edt,1000,1.826631329141457
R_15x00y,edt,2000,1.932252962721486
R_15x00y,edt,4000,1.5818700198937072
R_15x00y,edt,8000,0.984922699362574
R_15x00y,t20,63,2.646376775640794
R_15x00y,t20,125,7.215915171083491
R_15x00y,t20,250,2.2475403938571605
R_15x00y,t20,500,1.9571028205586443
R_15x00y,t20,1000,1.8812901803037174
R_15x00y,t20,2000,2.0300222312049616
R_15x00y,t20,4000,1.7449324746944535
R_15x00y,t20,8000,1.140038851250095
R_15x00y,c50,63,-9.719778119694995
R_15x00y,c50,125,-8.118027687068247
R_15x00y,c50,250,-3.4320744278829447
R_15x00y,c50,500,-3.381769819213411
R_15x00y,c50,1000,-3.3433304278412104
R_15x00y,c50,2000,-2.940988727539074
R_15x00y,c50,4000,-1.9785794352018207
R_15x00y,c50,8000,0.6194467991519249
R_15x00y,c80,63,-0.6958263727429841
R_15x00y,c80,125,-2.835943992282424
R_15x00y,c80,250,-0.9220093754653659
R_15x00y,c80,500,-1.8441743560538193
R_15x00y,c80,1000,-0.9544734241547338
R_15x00y,c80,2000,-0.051695284705915945
R_15x00y,c80,4000,0.9523408361522278
R_15x00y,c80,8000,4.22358030753443
R_15x05y,edt,63,1.7393307111071417
R_15x05y,edt,125,8.712798588869862
R_15x05y,edt,250,2.1591240846959705
R_15x05y,edt,500,2.1048404992554732
R_15x05y,edt,1000,1.8135516123787192
R_15x05y,edt,2000,1.9890162023214912
R_15x05y,edt,4000,1.6121204570278493
R_15x05y,edt,8000,0.9830494098443754
R_15x05y,t20,63,2.9659431660845157
R_15x05y,t20,125,5.733488145805814
R_15x05y,t20,250,2.1596120447088487
R_15x05y,t20,500,2.029156193301153
R_15x05y,t20,1000,1.8480519462596887
R_15x05y,t20,2000,1.9241658459753535
R_15x05y,t20,4000,1.6892601351706025
R_15x05y,t20,8000,1.1473486977474041
R_15x05y,c50,63,-11.464035082061008
R_15x05y,c50,125,-9.132855715117321
R_15x05y,c50,250,-3.992378830281459
R_15x05y,c50,500,-2.6344339678077993
R_15x05y,c50,1000,-3.14744098904293
R_15x05y,c50,2000,-2.633565454881966
R_15x05y,c50,4000,-1.5287653218912038
R_15x05y,c50,8000,2.032130135383911
R_15x05y,c80,63,-0.7366769743854783
R_15x05y,c80,125,-4.284685818860754
R_15x05y,c80,250,-1.932818890497152
R_15x05y,c80,500,-0.5276133652019543
R_15x05y,c80,1000,-0.46514534013124786
R_15x05y,c80,2000,0.14610502285830324
R_15x05y,c80,4000,1.4042627639690153
R_15x05y,c80,8000,4.844571274742709
R_15x10y,edt,63,1.561867912801256
R_15x10y,edt,125,9.102718902594631
R_15x10y,edt,250,2.1134556922066303
R_15x10y,edt,500,1.911508377171812
R_15x10y,edt,1000,1.7241402187159587
R_15x10y,edt,2000,1.9832828298809289
R_15x10y,edt,4000,1.56529218540189
R_15x10y,edt,8000,0.9854067754186557
R_15x10y,t20,63,3.161053102407849
R_15x10y,t20,125,5.735331301824552
R_15x10y,t20,250,2.3191142445659
R_15x10y,t20,500,2.0685230058214423
R_15x10y,t20,1000,1.9036985316326798
R_15x10y,t20,2000,1.9825963266377404
R_15x10y,t20,4000,1.6996025220565296
R_15x10y,t20,8000,1.1487639467091448
R_15x10y,c50,63,-12.854436760375041
R_15x10y,c50,125,-11.788682512687421
R_15x10y,c50,250,-5.095549680241415
R_15x10y,c50,500,-4.660271922463857
R_15x10y,c50,1000,-3.468451364275979
R_15x10y,c50,2000,-2.7770564722642943
R_15x10y,c50,4000,-1.4255832693036286
R_15x10y,c50,8000,1.7042745345233734
R_15x10y,c80,63,-0.8661336090236518
R_15x10y,c80,125,-4.981336184025659
R_15x10y,c80,250,-2.341412167733151
R_15x10y,c80,500,-1.7158052081430266
R_15x10y,c80,1000,-1.0421157218324864
R_15x10y,c80,2000,-0.6482129361175306
R_15x10y,c80,4000,1.3883626505829791
R_15x10y,c80,8000,4.631244221586204
R_15x15y,edt,63,1.5750661261793122
R_15x15y,edt,125,8.75647403816488
R_15x15y,edt,250,1.8510848441368986
R_15x15y,edt,500,2.022357590339742
R_15x15y,edt,1000,1.7842708849832245
R_15x15y,edt,2000,1.8875401744879075
R_15x15y,edt,4000,1.6171636071796094
R_15x15y,edt,8000,0.9822774954366243
R_15x15y,t20,63,3.121484533050402
R_15x15y,t20,125,5.648878934240691
R_15x15y,t20,250,2.3282549681320592
R_15x15y,t20,500,2.1629700779787497
R_15x15y,t20,1000,1.845063105879103
R_15x15y,t20,2000,1.9646680588417855
R_15x15y,t20,4000,1.7295372655731782
R_15x15y,t20,8000,1.1443154065649748
R_15x15y,c50,63,-12.963309093271464
R_15x15y,c50,125,-16.658308579292257
R_15x15y,c50,250,-6.305900615289283
R_15x15y,c50,500,-3.11653552622001
R_15x15y,c50,1000,-4.227225976958096
R_15x15y,c50,2000,-3.284817280179965
R_15x15y,c50,4000,-1.8222798370145876
R_15x15y,c50,8000,1.5190217792886282
R_15x15y,c80,63,-2.1474467870308978
R_15x15y,c80,125,-5.025073307014321
R_15x15y,c80,250,-2.8808366129554024
R_15x15y,c80,500,-1.0934035038914158
R_15x15y,c80,1000,-1.3081935243582388
R_15x15y,c80,2000,-0.9469405781095392
R_15x15y,c80,4000,0.6736764844420394
R_15x15y,c80,8000,4.647783804944285
R_15x20y,edt,63,1.7107967449207513
R_15x20y,edt,125,10.035198646653196
R_15x20y,edt,250,1.9451150512246296
R_15x20y,edt,500,1.8973133861186116
R_15x20y,edt,1000,1.8616628864998621
R_15x20y,edt,2000,1.8434153067555072
R_15x20y,edt,4000,1.6198595084525056
R_15x20y,edt,8000,0.9646869262516754
R_15x20y,t20,63,3.1334481403672023
R_15x20y,t20,125,3.78821317229352
R_15x20y,t20,250,2.260054130350487
R_15x20y,t20,500,2.2058548634736885
R_15x20y,t20,1000,1.815641142884231
R_15x20y,t20,2000,1.9858270925581432
R_15x20y,t20,4000,1.6978242736057294
R_15x20y,t20,8000,1.1588821463180559
R_15x20y,c50,63,-11.826987135504591
R_15x20y,c50,125,-13.476497092905728
R_15x20y,c50,250,-7.54099298863935
R_15x20y,c50,500,-5.105439810425047
R_15x20y,c50,1000,-4.5780275759938185
R_15x20y,c50,2000,-4.0140966940034
R_15x20y,c50,4000,-2.223767913121735
R_15x20y,c50,8000,0.9796685955867136
R_15x20y,c80,63,-3.940552974968221
R_15x20y,c80,125,-7.00848050312457
R_15x20y,c80,250,-4.3667908017052195
R_15x20y,c80,500,-2.8562428595080873
R_15x20y,c80,1000,-1.5206498971525217
R_15x20y,c80,2000,-1.4445332843911416
R_15x20y,c80,4000,0.4114960546581946
R_15x20y,c80,8000,4.291389139416873
R_15x25y,edt,63,1.7483914641719676
R_15x25y,edt,125,11.904200128105234
R_15x25y,edt,250,2.480253672928521
R_15x25y,edt,500,2.0433072217111246
R_15x25y,edt,1000,1.8135506375257044
R_15x25y,edt,2000,1.963458348693966
R_15x25y,edt,4000,1.6414185490453712
R_15x25y,edt,8000,0.9551092404258505
R_15x25y,t20,63,2.6738342085008573
R_15x25y,t20,250,2.2762770396903913
R_15x25y,t20,500,2.0226677631244354
R_15x25y,t20,1000,1.791020352093599
R_15x25y,t20,2000,2.000389293848414
R_15x25y,t20,4000,1.7280389437234525
R_15x25y,t20,8000,1.1557872413117742
R_15x25y,c50,63,-11.39345777935391
R_15x25y,c50,125,-9.60400590793852
R_15x25y,c50,250,-7.566430562010797
R_15x25y,c50,500,-4.6726355243312225
R_15x25y,c50,1000,-3.750134887498953
R_15x25y,c50,2000,-3.9937299455248527
R_15x25y,c50,4000,-2.8556267971984886
R_15x25y,c50,8000,0.40909697082182683
R_15x25y,c80,63,-6.212538928745394
R_15x25y,c80,125,-4.040931100816029
R_15x25y,c80,250,-3.75965858097403
R_15x25y,c80,500,-2.074148097454539
R_15x25y,c80,1000,-1.265039224622626
R_15x25y,c80,2000,-1.404683763655713
R_15x25y,c80,4000,0.17815580514453538
R_15x25y,c80,8000,3.970422860356531
R_15x30y,edt,63,1.775091349685995
R_15x30y,edt,125,13.63802618914514
R_15x30y,edt,250,2.415728078097328
R_15x30y,edt,500,2.0739398065186845
R_15x30y,edt,1000,1.6939776957750474
R_15x30y,edt,2000,1.9465011116574198
R_15x30y,edt,4000,1.6396036939047849
R_15x30y,edt,8000,0.962449348302992
R_15x30y,t20,63,2.8620658831676993
R_15x30y,t20,250,2.2723556276367614
R_15x30y,t20,500,2.0552326563490735
R_15x30y,t20,1000,1.9040061024726778
R_15x30y,t20,2000,1.9536485925953369
R_15x30y,t20,4000,1.691962467961794
R_15x30y,t20,8000,1.1673162742021783
R_15x30y,c50,63,-11.434361812944706
R_15x30y,c50,125,-9.119161723988878
R_15x30y,c50,250,-5.590602237789001
R_15x30y,c50,500,-5.616845566886152
R_15x30y,c50,1000,-4.478520898907322
R_15x30y,c50,2000,-3.923903621089334
R_15x30y,c50,4000,-2.588364078125846
R_15x30y,c50,8000,1.0224783653339198
R_15x30y,c80,63,-6.990262739867345
R_15x30y,c80,125,-3.5634055041971036
R_15x30y,c80,250,-4.440911842889915
R_15x30y,c80,500,-2.263303845268788
R_15x30y,c80,1000,-1.2836178974923842
R_15x30y,c80,2000,-1.6734757023512685
R_15x30y,c80,4000,0.019535256941907008
R_15x30y,c80,8000,4.062726291183649
R_15x35y,edt,63,1.9600151064092226
R_15x35y,edt,125,12.886138858107637
R_15x35y,edt,250,2.175931220462558
R_15x35y,edt,500,2.108558345424381
R_15x35y,edt,1000,1.907490402293351
R_15x35y,edt,2000,1.9512119043333347
R_15x35y,edt,4000,1.6861985151465606
R_15x35y,edt,8000,0.9894639721542522
R_15x35y,t20,63,2.6012214994404177
R_15x35y,t20,250,2.4126863579693563
R_15x35y,t20,500,2.129300894277123
R_15x35y,t20,1000,1.8363588357338043
R_15x35y,t20,2000,1.9256103919408687
R_15x35y,t20,4000,1.7164075244170134
R_15x35y,t20,8000,1.1498385650438534
R_15x35y,c50,63,-16.166974625854017
R_15x35y,c50,125,-8.896080074654288
R_15x35y,c50,250,-7.929476194424777
R_15x35y,c50,500,-6.228585737060305
R_15x35y,c50,1000,-3.935203274340075
R_15x35y,c50,2000,-4.024436902057765
R_15x35y,c50,4000,-2.2851550874671522
R_15x35y,c50,8000,1.0017422282572377
R_15x35y,c80,63,-6.4085967437547335
R_15x35y,c80,125,-4.311695457322246
R_15x35y,c80,250,-3.307116558667368
R_15x35y,c80,500,-2.78063449029405
R_15x35y,c80,1000,-1.4556399833462461
R_15x35y,c80,2000,-1.4135973745365982
R_15x35y,c80,4000,0.43458484808590014
R_15x35y,c80,8000,3.8744330241463087
R_15x40y,edt,63,2.1780619357647457
R_15x40y,edt,125,6.850540319838012
R_15x40y,edt,250,1.8827086702787548
R_15x40y,edt,500,2.2077398197403753
R_15x40y,edt,1000,1.9342319141890416
R_15x40y,edt,2000,1.8789020340074631
R_15x40y,edt,4000,1.649398400935331
R_15x40y,edt,8000,0.969205800864179
R_15x40y,t20,63,2.4042264479123165
R_15x40y,t20,125,5.24870473061876
R_15x40y,t20,250,2.2362975029086773
R_15x40y,t20,500,2.04183443304955
R_15x40y,t20,1000,1.8425500081023867
R_15x40y,t20,2000,1.975355402317205
R_15x40y,t20,4000,1.6921628899740322
R_15x40y,t20,8000,1.1413500485963997
R_15x40y,c50,63,-19.762377518703463
R_15x40y,c50,125,-16.141574662748116
R_15x40y,c50,250,-6.375321588630415
R_15x40y,c50,500,-4.064471264864381
R_15x40y,c50,1000,-4.405371838032766
R_15x40y,c50,2000,-4.273008363180605
R_15x40y,c50,4000,-2.525093069732411
R_15x40y,c50,8000,0.9514111637213376
R_15x40y,c80,63,-4.716523578059601
R_15x40y,c80,125,-7.6359919107629235
R_15x40y,c80,250,-3.1188087284431636
R_15x40y,c80,500,-2.214631790485721
R_15x40y,c80,1000,-2.837785305553218
R_15x40y,c80,2000,-1.7242176864194394
R_15x40y,c80,4000,-0.11150891931391697
R_15x40y,c80,8000,3.8212459639917413
R_15x45y,edt,63,2.3504041717134156
R_15x45y,edt,125,8.107150456717077
R_15x45y,edt,250,1.9598217509800508
R_15x45y,edt,500,2.0939557256035934
R_15x45y,edt,1000,1.7204388535170831
R_15x45y,edt,2000,1.92906127898732
R_15x45y,edt,4000,1.6698700586512112
R_15x45y,edt,8000,0.9748011473581754
R_15x45y,t20,63,2.544355916206174
R_15x45y,t20,125,5.005684085203317
R_15x45y,t20,250,2.346850696619115
R_15x45y,t20,500,1.9725942011018518
R_15x45y,t20,1000,1.8940610666354487
R_15x45y,t20,2000,2.002437242356564
R_15x45y,t20,4000,1.7105038250594682
R_15x45y,t20,8000,1.1487116459023343
R_15x45y,c50,63,-16.663717139582644
R_15x45y,c50,125,-11.594607337297653
R_15x45y,c50,250,-10.292556675270317
R_15x45y,c50,500,-4.703324144441247
R_15x45y,c50,1000,-2.707573394660411
R_15x45y,c50,2000,-4.443785409299031
R_15x45y,c50,4000,-2.395880098133714
R_15x45y,c50,8000,0.39732708090923563
R_15x45y,c80,63,-4.202266610346936
R_15x45y,c80,125,-6.259506633997832
R_15x45y,c80,250,-4.42423630202497
R_15x45y,c80,500,-2.018135217102201
R_15x45y,c80,1000,0.23244997187266542
R_15x45y,c80,2000,-2.089697850615175
R_15x45y,c80,4000,-0.1080587330869489
R_15x45y,c80,8000,3.245135225260294
R_20x00y,edt,63,1.9579578957909367
R_20x00y,edt,125,8.731628656148946
R_20x00y,edt,250,1.897845329608493
R_20x00y,edt,500,1.7641098457169515
R_20x00y,edt,1000,1.904963385384162
R_20x00y,edt,2000,1.8180612823940747
R_20x00y,edt,4000,1.5448103644667637
R_20x00y,edt,8000,0.8000253477988734
R_20x00y,t20,63,2.495418208347462
R_20x00y,t20,125,6.820253662464754
R_20x00y,t20,250,2.2729742578356804
R_20x00y,t20,500,2.073403465982072
R_20x00y,t20,1000,1.8027988997860542
R_20x00y,t20,2000,1.9657475580901418
R_20x00y,t20,4000,1.6984116199279002
R_20x00y,t20,8000,1.1098715255208436
R_20x00y,c50,63,-12.6224833460906
R_20x00y,c50,125,-6.300060797285955
R_20x00y,c50,250,-2.594233237357868
R_20x00y,c50,500,-2.435539400612883
R_20x00y,c50,1000,-1.4713074625423057
R_20x00y,c50,2000,-0.3176995601578767
R_20x00y,c50,4000,0.8972523768849354
R_20x00y,c50,8000,4.383568528177549
R_20x00y,c80,63,-0.47050457275425844
R_20x00y,c80,125,-1.8644566403700968
R_20x00y,c80,250,0.7683731084143363
R_20x00y,c80,500,-0.9760313465974892
R_20x00y,c80,1000,0.7761484871372614
R_20x00y,c80,2000,1.536248570064158
R_20x00y,c80,4000,3.0247251711991896
R_20x00y,c80,8000,7.402219063758282
R_20x05y,edt,63,2.039516829683122
R_20x05y,edt,125,8.731151930099374
R_20x05y,edt,250,1.985326996978309
R_20x05y,edt,500,1.8955896945740431
