receiver,metric,band_hz,target,prediction
R_00x20y,t20,63,2.7314456450549325,2.8311119945669247
R_00x20y,t20,125,5.643971212346544,2.6111294397904996
R_00x20y,t20,250,2.211440041572608,3.0599611423808217
R_00x20y,t20,500,2.1185543566886302,1.6071751636674476
R_00x20y,t20,1000,1.8779081891794835,1.3414439077918052
R_00x20y,t20,2000,2.0188694891591314,1.45860426778066
R_00x20y,t20,4000,1.7492404436901166,1.616529405214429
R_00x20y,t20,8000,1.1546544929687,1.3007829609067012
R_15x40y,t20,63,2.4042264479123165,2.939434951495459
R_15x40y,t20,125,5.24870473061876,2.802218471505853
R_15x40y,t20,250,2.2362975029086773,2.8418824947299806
R_15x40y,t20,500,2.04183443304955,1.664646153914146
R_15x40y,t20,1000,1.8425500081023867,1.287633568872242
R_15x40y,t20,2000,1.975355402317205,1.4661490070258152
R_15x40y,t20,4000,1.6921628899740322,1.6379887121640704
R_15x40y,t20,8000,1.1413500485963997,1.3422256051691184
R_30x00y,t20,63,2.5228254703312136,2.899401425723484
R_30x00y,t20,125,4.5181704440481925,2.613604484854224
R_30x00y,t20,250,2.5270500732315675,3.4602288039273006
R_30x00y,t20,500,2.0474574192894757,1.570073537648055
R_30x00y,t20,1000,1.900576150470351,1.2753689793924998
R_30x00y,t20,2000,1.9494637000876818,1.4135678758891599
R_30x00y,t20,4000,1.7283309144215306,1.6622992285036922
R_30x00y,t20,8000,1.1190407202398613,1.342982538372568
R_40x30y,t20,63,2.408793926515104,2.7252502032250288
R_40x30y,t20,250,2.3088797109074415,3.47850437673266
R_40x30y,t20,500,2.269310960562598,1.6109491823076334
R_40x30y,t20,1000,1.906945453642093,1.2922579398260434
R_40x30y,t20,2000,2.00015735657735,1.4978305984475453
R_40x30y,t20,4000,1.7134505406232012,1.658367175315394
R_40x30y,t20,8000,1.1538209280348974,1.3468391374676931
R_60x15y,t20,63,2.482007554301767,2.8310048772765404
R_60x15y,t20,125,6.203911889674429,2.7129770403528695
R_60x15y,t20,250,2.1605912368237647,3.5052712409870344
R_60x15y,t20,500,2.1601015400130805,1.513057511907045
R_60x15y,t20,1000,1.9201734173887237,1.263953330184971
R_60x15y,t20,2000,2.0170344827541955,1.47270616017652
R_60x15y,t20,4000,1.7365657787420206,1.6373408333021358
R_60x15y,t20,8000,1.1573123959465188,1.3130635715316867
