receiver,metric,band_hz,target,prediction
R_00x20y,t20,63,2.7314456450549325,2.412512260009152
R_00x20y,t20,125,5.643971212346544,1.9580891124526705
R_00x20y,t20,250,2.211440041572608,0.8477741542899996
R_00x20y,t20,500,2.1185543566886302,1.1791758798494822
R_00x20y,t20,1000,1.8779081891794835,1.4827479495572453
R_00x20y,t20,2000,2.0188694891591314,1.1589203202755443
R_00x20y,t20,4000,1.7492404436901166,1.1184479487312393
R_00x20y,t20,8000,1.1546544929687,1.0234136860754985
R_15x40y,t20,63,2.4042264479123165,2.5909925524587787
R_15x40y,t20,125,5.24870473061876,1.8451872230194886
R_15x40y,t20,250,2.2362975029086773,0.9502626815020071
R_15x40y,t20,500,2.04183443304955,1.280541568232086
R_15x40y,t20,1000,1.8425500081023867,1.4617371818362155
R_15x40y,t20,2000,1.975355402317205,1.1542505491111643
R_15x40y,t20,4000,1.6921628899740322,1.1674889791627463
R_15x40y,t20,8000,1.1413500485963997,1.0511231782373096
R_30x00y,t20,63,2.5228254703312136,2.432939384747712
R_30x00y,t20,125,4.5181704440481925,1.7343292534914614
R_30x00y,t20,250,2.5270500732315675,0.6710964615299756
R_30x00y,t20,500,2.0474574192894757,1.1322926244755995
R_30x00y,t20,1000,1.900576150470351,1.3838227859534111
R_30x00y,t20,2000,1.9494637000876818,1.142451093569212
R_30x00y,t20,4000,1.7283309144215306,1.1949893091775312
R_30x00y,t20,8000,1.1190407202398613,1.0493555642028136
R_40x30y,t20,63,2.408793926515104,2.7019073562926303
R_40x30y,t20,250,2.3088797109074415,0.8257627873546213
R_40x30y,t20,500,2.269310960562598,1.1982377137823506
R_40x30y,t20,1000,1.906945453642093,1.5255027486513748
R_40x30y,t20,2000,2.00015735657735,1.1705050066564129
R_40x30y,t20,4000,1.7134505406232012,1.1696940007505539
R_40x30y,t20,8000,1.1538209280348974,1.056255547712127
R_60x15y,t20,63,2.482007554301767,2.33423434458646
R_60x15y,t20,125,6.203911889674429,1.9358605259905082
R_60x15y,t20,250,2.1605912368237647,0.8458091298547703
R_60x15y,t20,500,2.1601015400130805,1.1642831773928304
R_60x15y,t20,1000,1.9201734173887237,1.3871621736533415
R_60x15y,t20,2000,2.0170344827541955,1.145303394563483
R_60x15y,t20,4000,1.7365657787420206,1.161434950237691
R_60x15y,t20,8000,1.1573123959465188,1.0325088427214073
