receiver,metric,band_hz,target,prediction
R_00x20y,t20,250,2.211440041572608,1.1461107741443113
R_00x20y,t20,500,2.1185543566886302,1.0772759221993735
R_00x20y,t20,1000,1.8779081891794835,1.0333447672492426
R_00x20y,t20,2000,2.0188694891591314,0.8854085300952255
R_00x20y,t20,4000,1.7492404436901166,0.8021783051444185
R_00x20y,t20,8000,1.1546544929687,0.5963808408074078
R_15x40y,t20,250,2.2362975029086773,1.189055988507665
R_15x40y,t20,500,2.04183443304955,1.1327006422312684
R_15x40y,t20,1000,1.8425500081023867,0.9983807862405788
R_15x40y,t20,2000,1.975355402317205,0.8898639669574321
R_15x40y,t20,4000,1.6921628899740322,0.8002514926252355
R_15x40y,t20,8000,1.1413500485963997,0.5976930640960972
R_30x00y,t20,250,2.5270500732315675,1.3048102640555421
R_30x00y,t20,500,2.0474574192894757,1.1067331342836706
R_30x00y,t20,1000,1.900576150470351,1.0872013337367261
R_30x00y,t20,2000,1.9494637000876818,0.8707046001876432
R_30x00y,t20,4000,1.7283309144215306,0.8147567825189328
R_30x00y,t20,8000,1.1190407202398613,0.5929260929209587
R_40x30y,t20,250,2.3088797109074415,1.2025884910605145
R_40x30y,t20,500,2.269310960562598,1.0754695259053852
R_40x30y,t20,1000,1.906945453642093,1.035543003773648
R_40x30y,t20,2000,2.00015735657735,0.8883473494444718
R_40x30y,t20,4000,1.7134505406232012,0.8162669507062866
R_40x30y,t20,8000,1.1538209280348974,0.601715457466173
R_60x15y,t20,250,2.1605912368237647,1.1054611503556149
R_60x15y,t20,500,2.1601015400130805,1.0609112181971023
R_60x15y,t20,1000,1.9201734173887237,1.032314789363636
R_60x15y,t20,2000,2.0170344827541955,0.8908448187875513
R_60x15y,t20,4000,1.7365657787420206,0.7748013714376489
R_60x15y,t20,8000,1.1573123959465188,0.6028399632303449
