receiver,metric,band_hz,target,prediction
R_00x20y,t20,63,2.7314456450549325,1.0362967169240276
R_00x20y,t20,125,5.643971212346544,1.8578403417675438
R_00x20y,t20,250,2.211440041572608,1.9904127514671586
R_00x20y,t20,500,2.1185543566886302,1.40239313173375
R_00x20y,t20,1000,1.8779081891794835,1.5943176382505175
R_00x20y,t20,2000,2.0188694891591314,1.6651822633503506
R_00x20y,t20,4000,1.7492404436901166,1.209353762039365
R_00x20y,t20,8000,1.1546544929687,0.7738712261313614
R_15x40y,t20,63,2.4042264479123165,1.2043314823077065
R_15x40y,t20,125,5.24870473061876,2.044909862520584
R_15x40y,t20,250,2.2362975029086773,2.211713755396675
R_15x40y,t20,500,2.04183443304955,1.53174701914869
R_15x40y,t20,1000,1.8425500081023867,1.6022380571549248
R_15x40y,t20,2000,1.975355402317205,1.7066371544362589
R_15x40y,t20,4000,1.6921628899740322,1.2267916503805376
R_15x40y,t20,8000,1.1413500485963997,0.7971018610538823
R_30x00y,t20,63,2.5228254703312136,0.826562552313392
R_30x00y,t20,125,4.5181704440481925,1.659001945983235
R_30x00y,t20,250,2.5270500732315675,2.2674239387427098
R_30x00y,t20,500,2.0474574192894757,1.4141109137348864
R_30x00y,t20,1000,1.900576150470351,1.587594030604391
R_30x00y,t20,2000,1.9494637000876818,1.7003896390469733
R_30x00y,t20,4000,1.7283309144215306,1.2252463780038771
R_30x00y,t20,8000,1.1190407202398613,0.7449197226950833
R_40x30y,t20,63,2.408793926515104,0.9654823696177132
R_40x30y,t20,250,2.3088797109074415,1.9246183336787177
R_40x30y,t20,500,2.269310960562598,1.4870543885773146
R_40x30y,t20,1000,1.906945453642093,1.6411047665723304
R_40x30y,t20,2000,2.00015735657735,1.7259978902242048
R_40x30y,t20,4000,1.7134505406232012,1.2211315161250498
R_40x30y,t20,8000,1.1538209280348974,0.7780596635763054
R_60x15y,t20,63,2.482007554301767,0.9034513957863715
R_60x15y,t20,125,6.203911889674429,1.9855017190586113
R_60x15y,t20,250,2.1605912368237647,2.1611171621098855
R_60x15y,t20,500,2.1601015400130805,1.3402216574279093
R_60x15y,t20,1000,1.9201734173887237,1.567700717960832
R_60x15y,t20,2000,2.0170344827541955,1.631559426988396
R_60x15y,t20,4000,1.7365657787420206,1.1788725994524427
R_60x15y,t20,8000,1.1573123959465188,0.7521668924318319
